Title,Description
Spider-Man: Into the Spider-Verse,"Spider-Man: Into the Spider-Verse (2018) is a animation film directed by Bob Persichetti. Featuring Shameik Moore, this movie has an IMDb rating of 8.4/10 and a MetaScore of 87.0. With a runtime of 117 minutes, it is rated PG."
The Incredibles,"The Incredibles (2004) is a animation film directed by Brad Bird. Featuring Craig, T., Nelson, this movie has an IMDb rating of 8.0/10 and a MetaScore of 90.0. With a runtime of 115 minutes, it is rated PG."
Charlie and the Chocolate Factory,"Charlie and the Chocolate Factory (2005) is a adventure film directed by Tim Burton. Featuring Johnny Depp, this movie has an IMDb rating of 6.7/10 and a MetaScore of 72.0. With a runtime of 115 minutes, it is rated PG."
Harry Potter and the Chamber of Secrets,"Harry Potter and the Chamber of Secrets (2002) is a adventure film directed by Chris Columbus. Featuring Daniel Radcliffe, this movie has an IMDb rating of 7.4/10 and a MetaScore of 63.0. With a runtime of 161 minutes, it is rated PG."
Shrek 2,"Shrek 2 (2004) is a animation film directed by Andrew Adamson. Featuring Mike Myers, this movie has an IMDb rating of 7.3/10 and a MetaScore of 75.0. With a runtime of 93 minutes, it is rated PG."
Minecraft,"Minecraft (2025) is a action film directed by Jared Hess. Featuring Chris Bowman, Hubbel Palmer, Allison Schroeder, this movie has an IMDb rating of 7.1/10 and a MetaScore of 66.9. With a runtime of 116 minutes, it is rated R."
Willy Wonka & the Chocolate Factory,"Willy Wonka & the Chocolate Factory (1971) is a adventure film directed by Mel Stuart. Featuring Gene Wilder, this movie has an IMDb rating of 7.8/10 and a MetaScore of 67.0. With a runtime of 100 minutes, it is rated G."
The Sandlot,"The Sandlot (1993) is a comedy film directed by David Mickey Evans. Featuring Tom Guiry, this movie has an IMDb rating of 7.8/10 and a MetaScore of 55.0. With a runtime of 101 minutes, it is rated PG."
Stardust,"Stardust (2007) is a adventure film directed by Matthew Vaughn. Featuring Charlie Cox, this movie has an IMDb rating of 7.6/10 and a MetaScore of 66.0. With a runtime of 127 minutes, it is rated PG-13."
Elemental,"Elemental (2023) is a animation film directed by Peter Sohn. Featuring Leah Lewis, this movie has an IMDb rating of 7.0/10 and a MetaScore of 58.0. With a runtime of 101 minutes, it is rated PG."
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","The Chronicles of Narnia: The Lion, the Witch and the Wardrobe (2005) is a adventure film directed by Andrew Adamson. Featuring Tilda Swinton, this movie has an IMDb rating of 6.9/10 and a MetaScore of 75.0. With a runtime of 143 minutes, it is rated PG."
Miss Peregrine's Home for Peculiar Children,"Miss Peregrine's Home for Peculiar Children (2016) is a adventure film directed by Tim Burton. Featuring Eva Green, this movie has an IMDb rating of 6.7/10 and a MetaScore of 57.0. With a runtime of 127 minutes, it is rated PG-13."
Harry Potter and the Deathly Hallows: Part 2,"Harry Potter and the Deathly Hallows: Part 2 (2011) is a adventure film directed by David Yates. Featuring Daniel Radcliffe, this movie has an IMDb rating of 8.1/10 and a MetaScore of 85.0. With a runtime of 130 minutes, it is rated PG-13."
Ratatouille,"Ratatouille (2007) is a animation film directed by Brad Bird. Featuring Brad Garrett, this movie has an IMDb rating of 8.1/10 and a MetaScore of 96.0. With a runtime of 111 minutes, it is rated G."
Harry Potter and the Prisoner of Azkaban,"Harry Potter and the Prisoner of Azkaban (2004) is a adventure film directed by Alfonso Cuarón. Featuring Daniel Radcliffe, this movie has an IMDb rating of 7.9/10 and a MetaScore of 82.0. With a runtime of 142 minutes, it is rated PG."
The Wizard of Oz,"The Wizard of Oz (1939) is a adventure film directed by Victor Fleming. Featuring Judy Garland, this movie has an IMDb rating of 8.1/10 and a MetaScore of 92.0. With a runtime of 102 minutes, it is rated G."
Moana,"Moana (2016) is a animation film directed by Ron Clements. Featuring Auli'i Cravalho, this movie has an IMDb rating of 7.6/10 and a MetaScore of 81.0. With a runtime of 107 minutes, it is rated PG."
Harold and the Purple Crayon,"Harold and the Purple Crayon (2024) is a animation film directed by Carlos Saldanha. Featuring Zachary Levi, Lil Rel, Howery Benjamin, and others, this movie has an IMDb rating of 7.1/10 and a MetaScore of 66.9. With a runtime of 92 minutes, it is rated PG."
Finding Nemo,"Finding Nemo (2003) is a animation film directed by Andrew Stanton. Featuring Albert Brooks, this movie has an IMDb rating of 8.2/10 and a MetaScore of 90.0. With a runtime of 100 minutes, it is rated G."
Sing 2,"Sing 2 (2021) is a animation film directed by Garth Jennings. Featuring Matthew Mc, Conaughey, this movie has an IMDb rating of 7.3/10 and a MetaScore of 49.0. With a runtime of 110 minutes, it is rated PG."
Garfield: The Movie,"Garfield: The Movie (2004) is a adventure film directed by Peter Hewitt. Featuring Breckin Meyer, this movie has an IMDb rating of 5.0/10 and a MetaScore of 27.0. With a runtime of 80 minutes, it is rated PG."
The Little Mermaid,"The Little Mermaid (2023) is a adventure film directed by Rob Marshall. Featuring Halle Bailey, this movie has an IMDb rating of 7.2/10 and a MetaScore of 59.0. With a runtime of 135 minutes, it is rated PG."
Harry Potter and the Goblet of Fire,"Harry Potter and the Goblet of Fire (2005) is a adventure film directed by Mike Newell. Featuring Daniel Radcliffe, this movie has an IMDb rating of 7.7/10 and a MetaScore of 81.0. With a runtime of 157 minutes, it is rated PG-13."
Trolls Band Together,"Trolls Band Together (2023) is a animation film directed by Walt Dohrn. Featuring Anna Kendrick, this movie has an IMDb rating of 6.0/10 and a MetaScore of 53.0. With a runtime of 91 minutes, it is rated PG."
Transformers One,"Transformers One (2024) is a animation film directed by Josh Cooley. Featuring Chris Hemsworth, Brian Tyree, Henry Scarlett, and others, this movie has an IMDb rating of 7.1/10 and a MetaScore of 66.9. With a runtime of 116 minutes, it is rated R."
The Boy and the Heron,"The Boy and the Heron (2023) is a animation film directed by Hayao Miyazaki. Featuring Soma Santoki, this movie has an IMDb rating of 7.5/10 and a MetaScore of 91.0. With a runtime of 124 minutes, it is rated PG-13."
The Lion King,"The Lion King (1994) is a animation film directed by Roger Allers. Featuring Matthew Broderick, this movie has an IMDb rating of 8.5/10 and a MetaScore of 88.0. With a runtime of 88 minutes, it is rated G."
Cars,"Cars (2006) is a animation film directed by John Lasseter. Featuring Owen Wilson, this movie has an IMDb rating of 7.2/10 and a MetaScore of 73.0. With a runtime of 116 minutes, it is rated G."
Shrek,"Shrek (2001) is a animation film directed by Andrew Adamson. Featuring Mike Myers, this movie has an IMDb rating of 7.9/10 and a MetaScore of 84.0. With a runtime of 90 minutes, it is rated PG."
Spirited Away,"Spirited Away (2001) is a animation film directed by Hayao Miyazaki. Featuring Daveigh Chase, this movie has an IMDb rating of 8.6/10 and a MetaScore of 96.0. With a runtime of 125 minutes, it is rated PG."
Moana 2,"Moana 2 (2024) is a animation film directed by David G. Derrick Jr.. Featuring Gil Kenan, Jason Reitman, Ivan Reitman, this movie has an IMDb rating of 7.1/10 and a MetaScore of 66.9. With a runtime of 116 minutes, it is rated R."
The Goonies,"The Goonies (1985) is a adventure film directed by Richard Donner. Featuring Sean Astin, this movie has an IMDb rating of 7.7/10 and a MetaScore of 62.0. With a runtime of 114 minutes, it is rated PG."
The Super Mario Bros. Movie,"The Super Mario Bros. Movie (2023) is a animation film directed by Aaron Horvath. Featuring Chris Pratt, this movie has an IMDb rating of 7.0/10 and a MetaScore of 46.0. With a runtime of 92 minutes, it is rated PG."
The Princess Bride,"The Princess Bride (1987) is a adventure film directed by Rob Reiner. Featuring Cary Elwes, this movie has an IMDb rating of 8.0/10 and a MetaScore of 78.0. With a runtime of 98 minutes, it is rated PG."
Jumanji,"Jumanji (1995) is a adventure film directed by Joe Johnston. Featuring Robin Williams, this movie has an IMDb rating of 7.1/10 and a MetaScore of 39.0. With a runtime of 104 minutes, it is rated PG."
Sonic the Hedgehog 3,"Sonic the Hedgehog 3 (2024) is a action film directed by Jeff Fowler. Featuring Ben Schwartz, Colleen, O'Shaughnessey Idris, and others, this movie has an IMDb rating of 6.9/10 and a MetaScore of 66.0. With a runtime of 116 minutes, it is rated R."
Unsung Hero,"Unsung Hero (2024) is a drama film directed by Richard L. Ramsey. Featuring Daisy Betts, this movie has an IMDb rating of 7.1/10 and a MetaScore of 46.0. With a runtime of 113 minutes, it is rated PG."
Descendants: The Rise of Red,"Descendants: The Rise of Red (2024) is a action film directed by Jennifer Phang. Featuring Rita Ora, Joshua Colley, China Anne, and others, this movie has an IMDb rating of 6.9/10 and a MetaScore of 66.0. With a runtime of 116 minutes, it is rated TV-G."
Harry Potter and the Sorcerer's Stone,"Harry Potter and the Sorcerer's Stone (2001) is a adventure film directed by Chris Columbus. Featuring Daniel Radcliffe, this movie has an IMDb rating of 7.6/10 and a MetaScore of 65.0. With a runtime of 152 minutes, it is rated PG."
Twister,"Twister (1996) is a action film directed by Jan de Bont. Featuring Helen Hunt, Bill Paxton, Cary Elwes, this movie has an IMDb rating of 6.5/10 and a MetaScore of 68.0. With a runtime of 113 minutes, it is rated PG-13."
Land of Bad,"Land of Bad (2024) is a action film directed by William Eubank. Featuring Liam Hemsworth, Russell Crowe, Luke Hemsworth, this movie has an IMDb rating of 6.5/10 and a MetaScore of 57.0. With a runtime of 113 minutes, it is rated R."
You Can't Run Forever,"You Can't Run Forever (2024) is a drama film directed by Michelle Schumacher. Featuring J.K., Simmons Fernanda, Urrejola Allen, and others, this movie has an IMDb rating of 4.4/10 and a MetaScore of 66.9. With a runtime of 102 minutes, it is rated R."
Saltburn,"Saltburn (2023) is a drama film directed by Emerald Fennell. Featuring Barry Keoghan, Jacob Elordi, Rosamund Pike, this movie has an IMDb rating of 7.0/10 and a MetaScore of 61.0. With a runtime of 131 minutes, it is rated R."
Pearl,"Pearl (2022) is a drama film directed by Ti West. Featuring Ti West, Mia Goth, this movie has an IMDb rating of 7.0/10 and a MetaScore of 76.0. With a runtime of 103 minutes, it is rated R."
Force of Nature: The Dry 2,"Force of Nature: The Dry 2 (2024) is a crime film directed by Robert Connolly. Featuring Eric Bana, Anna Torv, Deborra-Lee Furness, this movie has an IMDb rating of 6.0/10 and a MetaScore of 58.0. With a runtime of 120 minutes, it is rated R."
The Crow,"The Crow (2024) is a action film directed by Rupert Sanders. Featuring Bill Skarsgard, FKA twigs, Danny Huston, this movie has an IMDb rating of 6.9/10 and a MetaScore of 66.0. With a runtime of 116 minutes, it is rated R."
Anatomy of a Fall,"Anatomy of a Fall (2023) is a crime film directed by Justine Triet. Featuring Sandra Hüller, Swann Arlaud, Milo, and others, this movie has an IMDb rating of 7.7/10 and a MetaScore of 86.0. With a runtime of 151 minutes, it is rated R."
The Surfer,"The Surfer (2024) is a thriller film directed by Lorcan Finnegan. Featuring Nicolas Cage, Julian Mc, Mahon Nicholas, and others, this movie has an IMDb rating of 7.4/10 and a MetaScore of 69.0. With a runtime of 116 minutes, it is rated R."
Manjummel Boys,"Manjummel Boys (2024) is a adventure film directed by Chidambaram. Featuring Soubin Shahir, Sreenath Bhasi, Balu Varghese, this movie has an IMDb rating of 8.4/10 and a MetaScore of 66.9. With a runtime of 116 minutes, it is rated R."
The Invitation,"The Invitation (2022) is a horror film directed by Jessica M. Thompson. Featuring Nathalie Emmanuel, Thomas Doherty, Sean Pertwee, this movie has an IMDb rating of 5.3/10 and a MetaScore of 45.0. With a runtime of 105 minutes, it is rated PG-13."
The Watchers,"The Watchers (2024) is a fantasy film directed by Ishana Shyamalan. Featuring Dakota Fanning, Georgina Campbell, Olwen Fouéré, this movie has an IMDb rating of 6.9/10 and a MetaScore of 66.0. With a runtime of 102 minutes, it is rated PG-13."
Where the Crawdads Sing,"Where the Crawdads Sing (2022) is a drama film directed by Olivia Newman. Featuring Daisy, Edgar-Jones Taylor, John Smith, and others, this movie has an IMDb rating of 7.2/10 and a MetaScore of 43.0. With a runtime of 125 minutes, it is rated PG-13."
In a Violent Nature,"In a Violent Nature (2024) is a drama film directed by Chris Nash. Featuring Chris Nash, this movie has an IMDb rating of 5.7/10 and a MetaScore of 65.0. With a runtime of 116 minutes, it is rated R."
The Strangers,"The Strangers (2008) is a horror film directed by Bryan Bertino. Featuring Scott Speedman, Liv Tyler, Gemma Ward, this movie has an IMDb rating of 6.1/10 and a MetaScore of 47.0. With a runtime of 86 minutes, it is rated R."
The Judge,"The Judge (2014) is a crime film directed by David Dobkin. Featuring Nick Schenk, Bill Dubuque, David Dobkin, this movie has an IMDb rating of 7.4/10 and a MetaScore of 48.0. With a runtime of 141 minutes, it is rated R."
Twisters,"Twisters (2024) is a action film directed by Lee Isaac Chung. Featuring Mark, L., Smith Joseph, and others, this movie has an IMDb rating of 6.9/10 and a MetaScore of 66.0. With a runtime of 116 minutes, it is rated PG-13."
The Last Stop in Yuma County,"The Last Stop in Yuma County (2023) is a crime film directed by Francis Galluppi. Featuring Jim Cummings, Faizon Love, Jocelin Donahue, this movie has an IMDb rating of 7.0/10 and a MetaScore of 72.0. With a runtime of 90 minutes, it is rated R."
The Hunger Games: The Ballad of Songbirds & Snakes,"The Hunger Games: The Ballad of Songbirds & Snakes (2023) is a action film directed by Francis Lawrence. Featuring Rachel Zegler, Tom Blyth, Viola Davis, this movie has an IMDb rating of 6.7/10 and a MetaScore of 54.0. With a runtime of 157 minutes, it is rated PG-13."
Upgrade,"Upgrade (2018) is a action film directed by Leigh Whannell. Featuring Logan, Marshall-Green Melanie, Vallejo Steve, and others, this movie has an IMDb rating of 7.5/10 and a MetaScore of 67.0. With a runtime of 100 minutes, it is rated R."
X,"X (2022) is a horror film directed by Ti West. Featuring Mia Goth, Jenna Ortega, Brittany Snow, this movie has an IMDb rating of 6.5/10 and a MetaScore of 80.0. With a runtime of 105 minutes, it is rated R."
Mad Max 2: The Road Warrior,"Mad Max 2: The Road Warrior (1981) is a action film directed by George Miller. Featuring Terry Hayes, George Miller, Brian Hannant, this movie has an IMDb rating of 7.6/10 and a MetaScore of 77.0. With a runtime of 96 minutes, it is rated R."
Sting,"Sting (2024) is a horror film directed by Kiah Roache-Turner. Featuring Jermaine Fowler, Ryan Corr, Alyla Browne, this movie has an IMDb rating of 5.7/10 and a MetaScore of 57.0. With a runtime of 92 minutes, it is rated R."
Monkey Man,"Monkey Man (2024) is a action film directed by Dev Patel. Featuring Dev Patel, Paul Angunawela, John Collee, this movie has an IMDb rating of 6.9/10 and a MetaScore of 70.0. With a runtime of 121 minutes, it is rated R."
The Beekeeper,"The Beekeeper (2024) is a action film directed by David Ayer. Featuring Jason Statham, Emmy, Raver-Lampman Bobby, and others, this movie has an IMDb rating of 6.4/10 and a MetaScore of 53.0. With a runtime of 105 minutes, it is rated R."
